rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,record_type,member_level,url,nid,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited,disabled
10540,1001–1200,Universidade Federal de Santa Catarina,24.4–29.7,10540,30.2,515,19.2,784,35.9,1090,54.4,332,30.1,1266,master_account,0,/world-university-rankings/universidade-federal-de-santa-catarina,131416,Brazil,"38,751",16.1,2%,49 : 51,Universidade Federal de Santa Catarina,"Other Health,Law,Art, Performing Arts & Design,Chemical Engineering,Sport Science,Geography,Business & Management,Civil Engineering,Veterinary Science,Politics & International Studies (incl Development Studies),Architecture,Computer Science,Languages, Literature & Linguistics,General Engineering,Geology, Environmental, Earth & Marine Sciences,Education,Chemistry,Sociology,Accounting & Finance,Electrical & Electronic Engineering,Mathematics & Statistics,Communication & Media Studies,Biological Sciences,Medicine & Dentistry,Agriculture & Forestry,Psychology,History, Philosophy & Theology,Economics & Econometrics,Mechanical & Aerospace Engineering,Physics & Astronomy",False,False,False
10550,1001–1200,Federal University of Technology Akure,24.4–29.7,10550,20.9,1043,10.2,1486,47.0,908,37.2,1563,34.9,1101,master_account,0,/world-university-rankings/federal-university-technology-akure,718250,Nigeria,"19,593",21.1,0%,28 : 72,Federal University of Technology Akure,"Electrical & Electronic Engineering,Computer Science,Chemical Engineering,Architecture,Mathematics & Statistics,Economics & Econometrics,Biological Sciences,Business & Management,Civil Engineering,Agriculture & Forestry,Mechanical & Aerospace Engineering,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Chemistry,General Engineering",False,False,False
10560,1001–1200,Ferdowsi University of Mashhad,24.4–29.7,10560,27.1,644,25.7,533,25.3,1301,65.7,223,31.3,1221,master_account,0,/world-university-rankings/ferdowsi-university-mashhad,131530,Iran,"25,269",30.9,9%,54 : 46,Ferdowsi University of Mashhad,"Economics & Econometrics,Law,Sociology,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Veterinary Science,Languages, Literature & Linguistics,Communication & Media Studies,General Engineering,History, Philosophy & Theology,Physics & Astronomy,Biological Sciences,Psychology,Civil Engineering,Chemistry,Sport Science,Accounting & Finance,Geography,Chemical Engineering,Mathematics & Statistics,Agriculture & Forestry,Business & Management,Architecture,Computer Science,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Education,Archaeology",False,False,False
10570,1001–1200,Florida Institute of Technology,24.4–29.7,10570,29.2,556,17.4,868,25.6,1292,39.4,1046,66.7,384,private,0,/world-university-rankings/florida-institute-technology,873,United States,"5,091",14.9,25%,35 : 65,Florida Institute of Technology,"Computer Science,Sport Science,Sociology,Chemical Engineering,Mechanical & Aerospace Engineering,Other Health,Law,Civil Engineering,Agriculture & Forestry,Communication & Media Studies,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Psychology,General Engineering,Physics & Astronomy,Education,Chemistry,Business & Management,Biological Sciences",False,False,False
10580,1001–1200,University of Fortaleza (UNIFOR),24.4–29.7,10580,16.4,1564,8.6,1703,57.6,707,37.7,1365,35.3,1082,master_account,0,/world-university-rankings/university-fortaleza-unifor,639098,Brazil,"21,115",18.5,0%,51 : 49,University of Fortaleza (UNIFOR),"Art, Performing Arts & Design,Computer Science,Politics & International Studies (incl Development Studies),Business & Management,Communication & Media Studies,Mechanical & Aerospace Engineering,Civil Engineering,General Engineering,Electrical & Electronic Engineering,Economics & Econometrics,Veterinary Science,Accounting & Finance,Law,Architecture,Other Health,Sport Science,Medicine & Dentistry,Psychology",False,False,False
10590,1001–1200,Fu Jen Catholic University,24.4–29.7,10590,24.0,811,26.5,513,19.4,1428,78.9,123,28.7,1317,master_account,0,/world-university-rankings/fu-jen-catholic-university,131690,Taiwan,"18,619",29.0,5%,58 : 42,Fu Jen Catholic University,"Medicine & Dentistry,Other Health,Agriculture & Forestry,Accounting & Finance,Electrical & Electronic Engineering,Veterinary Science,Computer Science,Mechanical & Aerospace Engineering,Geography,Languages, Literature & Linguistics,General Engineering,Physics & Astronomy,Art, Performing Arts & Design,Mathematics & Statistics,Chemical Engineering,Architecture,Business & Management,Biological Sciences,Communication & Media Studies,History, Philosophy & Theology,Civil Engineering,Chemistry,Education,Psychology,Sport Science,Economics & Econometrics,Law,Sociology",False,False,False
10600,1001–1200,Fujian Agriculture and Forestry University,24.4–29.7,10600,15.5,1645,11.8,1302,47.4,894,42.4,728,26.2,1413,master_account,0,/world-university-rankings/fujian-agriculture-and-forestry-university,624978,China,"29,188",16.9,1%,54 : 46,Fujian Agriculture and Forestry University,,False,False,False
10610,1001–1200,University of Ghana,24.4–29.7,10610,16.3,1577,17.0,893,32.1,1169,48.5,442,49.0,696,master_account,0,/world-university-rankings/university-ghana,131352,Ghana,"54,256",32.4,1%,48 : 52,University of Ghana,"Archaeology,Other Health,Geography,Education,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Sport Science,Communication & Media Studies,Languages, Literature & Linguistics,Agriculture & Forestry,Mathematics & Statistics,History, Philosophy & Theology,Biological Sciences,Physics & Astronomy,Computer Science,Psychology,Art, Performing Arts & Design,General Engineering,Chemistry,Economics & Econometrics,Veterinary Science,Sociology,Accounting & Finance,Law",False,False,False
10620,1001–1200,Guangxi University,24.4–29.7,10620,16.7,1524,13.2,1172,50.7,841,45.0,564,22.0,1609,master_account,0,/world-university-rankings/guangxi-university,623946,China,"39,172",19.8,2%,46 : 54,Guangxi University,"Art, Performing Arts & Design,Biological Sciences,Chemistry,Accounting & Finance,Sociology,Architecture,Law,Mathematics & Statistics,History, Philosophy & Theology,Agriculture & Forestry,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Economics & Econometrics,Geography,Languages, Literature & Linguistics,Sport Science,Physics & Astronomy,Business & Management,General Engineering,Psychology,Veterinary Science,Chemical Engineering,Civil Engineering,Education,Communication & Media Studies,Computer Science,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies)",False,False,False
10630,1001–1200,University of Gujrat,24.4–29.7,10630,14.6,1720,10.5,1451,58.5,694,36.9,1750,40.4,947,master_account,0,/world-university-rankings/university-gujrat,719085,Pakistan,"11,975",23.5,0%,58 : 42,University of Gujrat,"Business & Management,Biological Sciences,Psychology,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Sport Science,Physics & Astronomy,Law,Computer Science,Mathematics & Statistics,Economics & Econometrics,Medicine & Dentistry,Chemistry,Geology, Environmental, Earth & Marine Sciences,Other Health,Sociology,Accounting & Finance,Architecture,Education,Art, Performing Arts & Design,Chemical Engineering,Geography,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Communication & Media Studies",False,False,False
10640,1001–1200,Guru Jambheshwar University of Science and Technology,24.4–29.7,10640,23.0,874,8.9,1659,48.8,871,36.9,1751,15.8,1793,master_account,0,/world-university-rankings/guru-jambheshwar-university-science-and-technology,623166,India,"6,420",19.3,0%,44 : 56,Guru Jambheshwar University of Science and Technology,"Mechanical & Aerospace Engineering,Chemistry,Business & Management,Psychology,Other Health,Biological Sciences,Economics & Econometrics,Civil Engineering,Physics & Astronomy,Mathematics & Statistics,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Communication & Media Studies,Computer Science",False,False,False
10650,1001–1200,Hakim Sabzevari University,24.4–29.7,10650,16.2,1583,9.9,1531,56.8,724,37.0,1672,33.5,1149,master_account,0,/world-university-rankings/hakim-sabzevari-university,688807,Iran,"7,940",19.8,4%,53 : 47,Hakim Sabzevari University,"Languages, Literature & Linguistics,Sport Science,History, Philosophy & Theology,Chemistry,Education,Geography,Law,Politics & International Studies (incl Development Studies),Computer Science,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,General Engineering,Psychology,Civil Engineering,Physics & Astronomy,Architecture,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Sociology,Chemical Engineering,Biological Sciences",False,False,False
10660,1001–1200,Hamamatsu University School of Medicine,24.4–29.7,10660,28.6,578,18.3,833,30.2,1210,41.4,807,21.0,1652,master_account,0,/world-university-rankings/hamamatsu-university-school-medicine,609237,Japan,"1,204",4.6,2%,49 : 51,Hamamatsu University School of Medicine,"Medicine & Dentistry,Other Health",False,False,False
10670,1001–1200,Huaqiao University,24.4–29.7,10670,15.3,1663,12.0,1285,40.2,1025,38.8,1148,59.5,492,master_account,0,/world-university-rankings/huaqiao-university,623787,China,"31,351",17.2,18%,53 : 47,Huaqiao University,"Chemistry,Sport Science,Law,Economics & Econometrics,Business & Management,Sociology,Physics & Astronomy,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Education,Chemical Engineering,Accounting & Finance,Biological Sciences,Art, Performing Arts & Design,Computer Science,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Languages, Literature & Linguistics,Architecture,Electrical & Electronic Engineering,Civil Engineering,General Engineering,Communication & Media Studies,Politics & International Studies (incl Development Studies)",False,False,False
10680,1001–1200,Hyogo College of Medicine,24.4–29.7,10680,30.5,501,12.0,1286,35.5,1102,40.7,873,16.2,1783,master_account,0,/world-university-rankings/hyogo-college-medicine,609618,Japan,937,2.2,0%,30 : 70,Hyogo College of Medicine,"Medicine & Dentistry,Other Health",False,False,False
10690,1001–1200,Ibn Tofaïl University,24.4–29.7,10690,18.8,1239,10.9,1405,41.9,990,38.9,1131,25.4,1448,master_account,0,/world-university-rankings/ibn-tofail-university,670422,Morocco,"51,802",71.9,3%,49 : 51,Ibn Tofaïl University,"Civil Engineering,Mathematics & Statistics,History, Philosophy & Theology,General Engineering,Economics & Econometrics,Law,Sociology,Chemical Engineering,Geography,Sport Science,Education,Computer Science,Chemistry,Business & Management,Biological Sciences,Mechanical & Aerospace Engineering,Accounting & Finance,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Physics & Astronomy",False,False,False
10700,1001–1200,Ilia State University,24.4–29.7,10700,17.1,1469,8.6,1705,40.2,1026,37.1,1609,49.7,677,master_account,0,/world-university-rankings/ilia-state-university,629217,Georgia,"16,196",10.2,3%,63 : 37,Ilia State University,"Physics & Astronomy,History, Philosophy & Theology,Medicine & Dentistry,Architecture,Languages, Literature & Linguistics,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Sociology,Other Health,Art, Performing Arts & Design,Electrical & Electronic Engineering,Mathematics & Statistics,Business & Management,Economics & Econometrics,Politics & International Studies (incl Development Studies),Biological Sciences,Law,Chemistry,Communication & Media Studies,Geography,Computer Science,Accounting & Finance,Agriculture & Forestry,Archaeology,General Engineering,Psychology,Education",False,False,False
10710,1001–1200,Ilmenau University of Technology,24.4–29.7,10710,27.4,627,16.8,907,23.2,1347,51.7,376,64.1,422,master_account,0,/world-university-rankings/ilmenau-university-technology,623304,Germany,"5,425",17.4,30%,28 : 72,Ilmenau University of Technology,"Law,Civil Engineering,Communication & Media Studies,Education,Mathematics & Statistics,Electrical & Electronic Engineering,Economics & Econometrics,Mechanical & Aerospace Engineering,Chemistry,Computer Science,Accounting & Finance,General Engineering,Business & Management",False,False,False
10720,1001–1200,IMT Nord Europe,24.4–29.7,10720,29.0,564,26.5,514,17.1,1495,73.6,166,74.2,285,master_account,0,/world-university-rankings/imt-nord-europe,638030,France,"1,484",16.1,21%,23 : 77,IMT Nord Europe,"General Engineering,Chemical Engineering,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Physics & Astronomy,Computer Science,Chemistry,Electrical & Electronic Engineering,Communication & Media Studies,Business & Management,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Civil Engineering",False,False,False
10730,1001–1200,"Indian Institute of Science Education and Research, Pune",24.4–29.7,10730,36.0,323,16.2,942,27.4,1263,38.2,1244,25.4,1449,master_account,0,/world-university-rankings/indian-institute-science-education-and-research-pune,131377,India,"1,512",10.4,0%,31 : 69,"Indian Institute of Science Education and Research, Pune","Physics & Astronomy,Architecture,Biological Sciences,Mathematics & Statistics,Archaeology,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Computer Science,Chemistry,Languages, Literature & Linguistics",False,False,False
10740,1001–1200,Indian Institute of Science Education and Research Kolkata,24.4–29.7,10740,29.1,562,16.5,925,31.7,1174,39.7,1007,19.6,1699,master_account,0,/world-university-rankings/indian-institute-science-education-and-research-kolkata,648731,India,"1,563",12.3,0%,28 : 72,Indian Institute of Science Education and Research Kolkata,"Veterinary Science,Physics & Astronomy,Biological Sciences,Chemistry,Mathematics & Statistics,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Computer Science,Sport Science",False,False,False
10750,1001–1200,Indian Institute of Technology Bhubaneswar,24.4–29.7,10750,23.8,825,13.7,1122,45.5,936,38.1,1274,18.1,1743,master_account,0,/world-university-rankings/indian-institute-technology-bhubaneswar,624507,India,"2,102",14.7,0%,16 : 84,Indian Institute of Technology Bhubaneswar,"Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Psychology,Chemistry,Civil Engineering,Mathematics & Statistics,Biological Sciences,Computer Science,Physics & Astronomy,Electrical & Electronic Engineering,Economics & Econometrics",False,False,False
10760,1001–1200,Indian Institute of Technology Guwahati,24.4–29.7,10760,30.2,516,22.3,650,33.8,1137,41.0,843,21.0,1653,master_account,0,/world-university-rankings/indian-institute-technology-guwahati,977,India,"6,353",13.8,1%,22 : 78,Indian Institute of Technology Guwahati,"Psychology,Economics & Econometrics,Chemistry,Computer Science,Sociology,Art, Performing Arts & Design,Agriculture & Forestry,Business & Management,Electrical & Electronic Engineering,Physics & Astronomy,Civil Engineering,Chemical Engineering,Veterinary Science,Languages, Literature & Linguistics,General Engineering,Mathematics & Statistics,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Architecture,Biological Sciences,Politics & International Studies (incl Development Studies)",False,False,False
10770,1001–1200,Indian Institute of Technology (Indian School of Mines) Dhanbad,24.4–29.7,10770,24.0,813,21.9,668,38.2,1064,40.6,880,15.9,1790,master_account,0,/world-university-rankings/indian-institute-technology-indian-school-mines-dhanbad,131598,India,"7,002",20.7,1%,16 : 84,Indian Institute of Technology (Indian School of Mines) Dhanbad,"Computer Science,Languages, Literature & Linguistics,Mathematics & Statistics,General Engineering,Psychology,History, Philosophy & Theology,Chemistry,Physics & Astronomy,Mechanical & Aerospace Engineering,Civil Engineering,Electrical & Electronic Engineering,Sociology,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Business & Management",False,False,False
10780,1001–1200,Indian Institute of Technology Mandi,24.4–29.7,10780,27.6,616,11.7,1311,38.1,1065,37.9,1319,21.9,1612,master_account,0,/world-university-rankings/indian-institute-technology-mandi,688816,India,"1,587",11.6,1%,26 : 74,Indian Institute of Technology Mandi,"General Engineering,Mechanical & Aerospace Engineering,Computer Science,Sociology,Accounting & Finance,Electrical & Electronic Engineering,Biological Sciences,Civil Engineering,Business & Management,Physics & Astronomy,Psychology",False,False,False
10790,1001–1200,University of Indonesia,24.4–29.7,10790,40.1,230,19.9,746,16.0,1532,77.7,137,54.8,579,master_account,11,/world-university-rankings/university-indonesia,131810,Indonesia,"41,123",8.6,14%,68 : 32,University of Indonesia Universitas Indonesia UI,"Economics & Econometrics,Physics & Astronomy,Languages, Literature & Linguistics,Accounting & Finance,Mechanical & Aerospace Engineering,Communication & Media Studies,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Other Health,Mathematics & Statistics,Architecture,Computer Science,History, Philosophy & Theology,Archaeology,Chemical Engineering,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Electrical & Electronic Engineering,Business & Management,Geography,Civil Engineering,Law,Sociology,Chemistry,Biological Sciences,General Engineering,Agriculture & Forestry,Psychology",False,False,False
10800,1001–1200,Inha University,24.4–29.7,10800,27.4,628,22.3,651,27.7,1256,70.1,193,35.8,1072,master_account,0,/world-university-rankings/inha-university,949,South Korea,"17,103",21.0,8%,42 : 58,Inha University,"Other Health,General Engineering,Architecture,Mathematics & Statistics,Education,Accounting & Finance,Psychology,Electrical & Electronic Engineering,Chemistry,History, Philosophy & Theology,Languages, Literature & Linguistics,Economics & Econometrics,Archaeology,Law,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Civil Engineering,Biological Sciences,Computer Science,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Sport Science,Mechanical & Aerospace Engineering,Medicine & Dentistry,Physics & Astronomy,Chemical Engineering,Business & Management",False,False,False
10810,1001–1200,Isfahan University of Medical Sciences,24.4–29.7,10810,42.6,191,13.0,1190,32.4,1163,37.1,1611,20.4,1674,master_account,0,/world-university-rankings/isfahan-university-medical-sciences,624723,Iran,"10,102",10.2,2%,63 : 37,Isfahan University of Medical Sciences,"Medicine & Dentistry,Other Health",False,False,False
10820,1001–1200,Isfahan University of Technology,24.4–29.7,10820,21.2,1022,22.8,631,40.3,1023,71.2,186,27.8,1351,master_account,0,/world-university-rankings/isfahan-university-technology,953,Iran,"11,323",23.5,1%,40 : 60,Isfahan University of Technology,"Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Physics & Astronomy,Civil Engineering,Chemistry,Mechanical & Aerospace Engineering,Veterinary Science,Computer Science,Mathematics & Statistics,Agriculture & Forestry,Electrical & Electronic Engineering",False,False,False
10830,1001–1200,Istanbul University,24.4–29.7,10830,22.1,942,20.8,712,32.4,1164,48.3,450,31.5,1211,master_account,0,/world-university-rankings/istanbul-university,993,Turkey,"59,250",25.1,8%,53 : 47,Istanbul University,"Business & Management,Politics & International Studies (incl Development Studies),Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Architecture,Computer Science,Languages, Literature & Linguistics,Mathematics & Statistics,History, Philosophy & Theology,Law,Communication & Media Studies,Biological Sciences,Physics & Astronomy,Art, Performing Arts & Design,Other Health,Sociology,Medicine & Dentistry,Archaeology,Economics & Econometrics,Geography,Chemistry,Psychology",False,False,False
10840,1001–1200,Istanbul University-Cerrahpaşa,24.4–29.7,10840,17.1,1471,12.1,1278,52.6,804,45.3,551,21.3,1640,master_account,0,/world-university-rankings/istanbul-university-cerrahpasa-0,705875,Turkey,"25,638",21.7,3%,36 : 64,Istanbul University-Cerrahpaşa,"Education,General Engineering,Sport Science,Other Health,Veterinary Science,Agriculture & Forestry,Civil Engineering,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Chemical Engineering,Computer Science,Chemistry,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences",False,False,False
10850,1001–1200,Jadavpur University,24.4–29.7,10850,35.0,341,16.9,902,28.9,1234,41.9,760,16.8,1774,master_account,0,/world-university-rankings/jadavpur-university,979,India,"14,217",21.7,0%,30 : 70,Jadavpur University,"Economics & Econometrics,Mechanical & Aerospace Engineering,General Engineering,Sociology,Architecture,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Geography,Languages, Literature & Linguistics,Biological Sciences,Civil Engineering,Politics & International Studies (incl Development Studies),Computer Science,Physics & Astronomy,Chemistry,History, Philosophy & Theology,Electrical & Electronic Engineering,Communication & Media Studies,Mathematics & Statistics,Education",False,False,False
10860,1001–1200,Jaume I University,24.4–29.7,10860,19.2,1196,20.0,744,44.9,943,39.4,1049,44.8,804,master_account,0,/world-university-rankings/jaume-i-university,624213,Spain,"11,495",14.6,10%,58 : 42,Jaume I University,"Sport Science,Medicine & Dentistry,Education,History, Philosophy & Theology,Agriculture & Forestry,Computer Science,Languages, Literature & Linguistics,Chemistry,General Engineering,Chemical Engineering,Communication & Media Studies,Mechanical & Aerospace Engineering,Architecture,Other Health,Mathematics & Statistics,Psychology,Economics & Econometrics,Accounting & Finance,Sociology,Electrical & Electronic Engineering,Law,Business & Management",False,False,False
10870,1001–1200,University of Jeddah,24.4–29.7,10870,16.5,1556,8.8,1676,48.6,879,37.9,1321,71.4,328,master_account,0,/world-university-rankings/university-jeddah-0,709526,Saudi Arabia,"26,236",13.9,2%,67 : 33,University of Jeddah,"Chemistry,History, Philosophy & Theology,General Engineering,Sport Science,Languages, Literature & Linguistics,Archaeology,Psychology,Civil Engineering,Mechanical & Aerospace Engineering,Physics & Astronomy,Chemical Engineering,Art, Performing Arts & Design,Accounting & Finance,Electrical & Electronic Engineering,Economics & Econometrics,Communication & Media Studies,Education,Mathematics & Statistics,Biological Sciences,Geography,Computer Science,Sociology,Business & Management,Law,Other Health,Medicine & Dentistry",False,False,False
10880,1001–1200,Jeonbuk National University,24.4–29.7,10880,24.7,767,23.7,600,27.7,1257,46.2,513,30.8,1240,master_account,6,/world-university-rankings/jeonbuk-national-university,131273,South Korea,"20,453",19.9,7%,46 : 54,Jeonbuk National University Chonbuk CBNU,"Medicine & Dentistry,Chemical Engineering,Chemistry,Veterinary Science,Other Health,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,General Engineering,Architecture,Agriculture & Forestry,Mathematics & Statistics,Psychology,Communication & Media Studies,Accounting & Finance,Geography,Education,Geology, Environmental, Earth & Marine Sciences,Law,History, Philosophy & Theology,Computer Science,Economics & Econometrics,Electrical & Electronic Engineering,Archaeology,Art, Performing Arts & Design,Civil Engineering,Sociology,Biological Sciences,Sport Science,Politics & International Studies (incl Development Studies),Business & Management,Physics & Astronomy",False,False,False
10890,1001–1200,Jiangnan University,24.4–29.7,10890,20.4,1088,19.5,763,37.7,1070,59.5,275,20.4,1675,master_account,0,/world-university-rankings/jiangnan-university,624168,China,"29,614",13.1,1%,,Jiangnan University,"Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Agriculture & Forestry,Other Health,General Engineering,Medicine & Dentistry,Mechanical & Aerospace Engineering,Education,Mathematics & Statistics,Sociology,Business & Management,Law,Art, Performing Arts & Design,Civil Engineering,Biological Sciences,Politics & International Studies (incl Development Studies),Computer Science,Chemistry,History, Philosophy & Theology,Chemical Engineering,Communication & Media Studies,Accounting & Finance,Electrical & Electronic Engineering",False,False,False
10900,1001–1200,Jiangsu Normal University,24.4–29.7,10900,15.5,1648,11.2,1356,53.8,777,39.3,1062,24.1,1514,master_account,0,/world-university-rankings/jiangsu-normal-university,624261,China,"23,978",14.3,2%,,Jiangsu Normal University,"Languages, Literature & Linguistics,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Agriculture & Forestry,Communication & Media Studies,Chemistry,Chemical Engineering,Civil Engineering,Law,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Computer Science,Physics & Astronomy,Archaeology,Business & Management,Mechanical & Aerospace Engineering,Geography,General Engineering,Biological Sciences,Psychology,Accounting & Finance,Mathematics & Statistics,Art, Performing Arts & Design,Sociology,Sport Science,Education",False,False,False
10910,1001–1200,Jiangxi University of Finance and Economics,24.4–29.7,10910,17.4,1434,9.1,1631,61.4,637,39.3,1063,30.2,1264,master_account,0,/world-university-rankings/jiangxi-university-finance-and-economics,623826,China,"24,395",18.5,2%,55 : 45,Jiangxi University of Finance and Economics,"Business & Management,Electrical & Electronic Engineering,Accounting & Finance,Communication & Media Studies,Art, Performing Arts & Design,Law,Sport Science,Education,Languages, Literature & Linguistics,Computer Science,Mathematics & Statistics,Economics & Econometrics,Sociology",False,False,False
10920,1001–1200,The Jikei University School of Medicine,24.4–29.7,10920,28.5,582,9.2,1616,52.5,805,40.0,965,17.4,1762,master_account,0,/world-university-rankings/jikei-university-school-medicine,589292,Japan,"1,093",0.9,0%,44 : 56,The Jikei University School of Medicine,"Other Health,Biological Sciences,Medicine & Dentistry",False,False,False
10930,1001–1200,Kanazawa University,24.4–29.7,10930,27.2,643,17.0,895,25.8,1287,44.3,597,29.8,1277,master_account,0,/world-university-rankings/kanazawa-university,954,Japan,"9,886",9.4,7%,39 : 61,Kanazawa University,"General Engineering,Computer Science,Sociology,Languages, Literature & Linguistics,Economics & Econometrics,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Archaeology,Architecture,Business & Management,Law,Physics & Astronomy,Biological Sciences,Medicine & Dentistry,Sport Science,Education,Geology, Environmental, Earth & Marine Sciences,Chemistry,Geography,Chemical Engineering,Other Health,Politics & International Studies (incl Development Studies),Psychology,History, Philosophy & Theology,Civil Engineering,Accounting & Finance,Mathematics & Statistics",False,False,False
10940,1001–1200,Kaohsiung Medical University,24.4–29.7,10940,22.5,912,24.2,586,25.8,1288,54.2,336,27.7,1359,master_account,0,/world-university-rankings/kaohsiung-medical-university,131495,Taiwan,"6,490",11.8,6%,59 : 41,Kaohsiung Medical University,"Education,Medicine & Dentistry,Chemistry,Sport Science,Biological Sciences,Sociology,Other Health,Chemical Engineering,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Business & Management,Languages, Literature & Linguistics,Psychology",False,False,False
10950,1001–1200,Kharkiv National University of Radio Electronics,24.4–29.7,10950,19.1,1204,9.4,1593,55.9,744,37.5,1431,29.7,1279,master_account,0,/world-university-rankings/kharkiv-national-university-radio-electronics,670488,Ukraine,"7,704",9.9,10%,26 : 74,Kharkiv National University of Radio Electronics,"Economics & Econometrics,Computer Science,Mathematics & Statistics,Business & Management,Art, Performing Arts & Design,Electrical & Electronic Engineering,Biological Sciences,General Engineering",False,False,False
10960,1001–1200,K.N. Toosi University of Technology,24.4–29.7,10960,23.3,850,21.8,673,38.7,1046,42.9,690,30.3,1262,master_account,0,/world-university-rankings/kntoosi-university-technology,131757,Iran,"8,403",26.6,2%,34 : 66,K.N. Toosi University of Technology,"Chemistry,Electrical & Electronic Engineering,General Engineering,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Computer Science,Chemical Engineering,Physics & Astronomy,Civil Engineering,Mathematics & Statistics",False,False,False
10970,1001–1200,Kumamoto University,24.4–29.7,10970,24.6,778,18.9,802,30.4,1201,48.2,453,32.0,1191,master_account,0,/world-university-rankings/kumamoto-university,131520,Japan,"9,536",10.0,6%,38 : 62,Kumamoto University,"Geography,Other Health,Mathematics & Statistics,Electrical & Electronic Engineering,Architecture,Languages, Literature & Linguistics,Art, Performing Arts & Design,Law,Archaeology,General Engineering,Psychology,Chemistry,Civil Engineering,Physics & Astronomy,Sociology,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Biological Sciences,Chemical Engineering,Politics & International Studies (incl Development Studies),Computer Science,Education,Mechanical & Aerospace Engineering,Communication & Media Studies",False,False,False
10980,1001–1200,Kwame Nkrumah University of Science and Technology,24.4–29.7,10980,13.1,1781,14.2,1092,39.5,1036,43.4,651,47.2,741,master_account,0,/world-university-rankings/kwame-nkrumah-university-science-and-technology,699439,Ghana,"87,443",78.1,1%,43 : 57,Kwame Nkrumah University of Science and Technology,"Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Architecture,Education,Sociology,Economics & Econometrics,Biological Sciences,Art, Performing Arts & Design,Chemistry,Politics & International Studies (incl Development Studies),Business & Management,Agriculture & Forestry,Geography,Medicine & Dentistry,Veterinary Science,Computer Science,Civil Engineering,General Engineering,Law,Communication & Media Studies,Accounting & Finance,Sport Science,Archaeology,Other Health,Chemical Engineering,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Physics & Astronomy,History, Philosophy & Theology,Mathematics & Statistics",False,False,False
